week_start,week_end,is_partial_week,state_code,product,measurement_unit,average_price,median_price,minimum_price,maximum_price,price_observations,station_count
2026-01-12,2026-01-18,False,CE,GASOLINA,R$ / litro,6.258,6.27,5.65,6.77,131,131
2026-01-12,2026-01-18,False,CE,GASOLINA ADITIVADA,R$ / litro,6.385,6.39,5.77,6.89,109,109
2026-01-12,2026-01-18,False,CE,GNV,R$ / m³,5.268,5.15,5.15,6.09,8,8
2026-01-12,2026-01-18,False,DF,DIESEL,R$ / litro,5.97,5.98,5.83,6.18,20,20
2026-01-12,2026-01-18,False,DF,DIESEL S10,R$ / litro,5.977,5.99,5.84,6.19,20,20
2026-01-12,2026-01-18,False,DF,ETANOL,R$ / litro,4.851,4.985,4.47,5.03,22,22
2026-01-12,2026-01-18,False,DF,GASOLINA,R$ / litro,6.517,6.575,6.08,6.59,48,48
2026-01-12,2026-01-18,False,DF,GASOLINA ADITIVADA,R$ / litro,6.547,6.58,6.08,6.99,44,44
2026-01-12,2026-01-18,False,ES,DIESEL,R$ / litro,5.993,5.99,5.79,6.29,28,28
2026-01-12,2026-01-18,False,ES,DIESEL S10,R$ / litro,6.08,6.09,5.89,6.59,52,52
2026-01-12,2026-01-18,False,ES,ETANOL,R$ / litro,4.728,4.69,4.35,5.09,57,57
2026-01-12,2026-01-18,False,ES,GASOLINA,R$ / litro,6.372,6.29,5.99,6.79,90,90
2026-01-12,2026-01-18,False,ES,GASOLINA ADITIVADA,R$ / litro,6.549,6.59,5.99,7.99,75,75
2026-01-12,2026-01-18,False,ES,GNV,R$ / m³,4.231,4.09,4.07,4.98,9,9
2026-01-12,2026-01-18,False,GO,DIESEL,R$ / litro,5.929,5.89,5.45,7.06,98,98
2026-01-12,2026-01-18,False,GO,DIESEL S10,R$ / litro,6.029,5.99,5.55,7.17,134,134
2026-01-12,2026-01-18,False,GO,ETANOL,R$ / litro,4.918,4.97,3.99,5.57,173,173
2026-01-12,2026-01-18,False,GO,GASOLINA,R$ / litro,6.402,6.49,5.54,6.87,175,175
2026-01-12,2026-01-18,False,GO,GASOLINA ADITIVADA,R$ / litro,6.553,6.55,5.57,7.14,109,109
2026-01-12,2026-01-18,False,MA,DIESEL,R$ / litro,6.063,5.99,5.55,6.82,40,40
2026-01-12,2026-01-18,False,MA,DIESEL S10,R$ / litro,6.028,5.89,5.62,6.82,79,79
2026-01-12,2026-01-18,False,MA,ETANOL,R$ / litro,4.96,4.99,4.49,5.69,55,55
2026-01-12,2026-01-18,False,MA,GASOLINA,R$ / litro,6.052,6.04,5.55,6.99,92,92
2026-01-12,2026-01-18,False,MA,GASOLINA ADITIVADA,R$ / litro,6.182,6.09,5.65,7.19,59,59
2026-01-12,2026-01-18,False,MG,DIESEL,R$ / litro,5.975,5.925,5.39,6.75,224,224
2026-01-12,2026-01-18,False,MG,DIESEL S10,R$ / litro,6.069,5.99,5.49,6.85,308,308
2026-01-12,2026-01-18,False,MG,ETANOL,R$ / litro,4.654,4.69,4.09,5.19,417,417
2026-01-12,2026-01-18,False,MG,GASOLINA,R$ / litro,6.213,6.19,5.39,6.76,449,449
2026-01-12,2026-01-18,False,MG,GASOLINA ADITIVADA,R$ / litro,6.447,6.44,5.79,7.18,283,283
2026-01-12,2026-01-18,False,MG,GNV,R$ / m³,4.994,4.82,4.79,5.45,8,8
2026-01-12,2026-01-18,False,MS,DIESEL,R$ / litro,6.168,6.09,5.69,7.19,25,25
2026-01-12,2026-01-18,False,MS,DIESEL S10,R$ / litro,6.15,6.12,5.74,6.69,22,22
2026-01-12,2026-01-18,False,MS,ETANOL,R$ / litro,4.195,4.09,3.89,4.97,28,28
2026-01-12,2026-01-18,False,MS,GASOLINA,R$ / litro,6.227,6.34,5.65,6.85,53,53
2026-01-12,2026-01-18,False,MS,GASOLINA ADITIVADA,R$ / litro,6.404,6.29,5.69,6.99,41,41
2026-01-12,2026-01-18,False,MS,GNV,R$ / m³,4.59,4.59,4.59,4.59,1,1
2026-01-12,2026-01-18,False,MT,DIESEL,R$ / litro,6.413,6.39,5.85,6.89,39,39
2026-01-12,2026-01-18,False,MT,DIESEL S10,R$ / litro,6.426,6.415,5.93,6.97,42,42
2026-01-12,2026-01-18,False,MT,ETANOL,R$ / litro,4.558,4.575,3.9,4.71,66,66
2026-01-12,2026-01-18,False,MT,GASOLINA,R$ / litro,6.487,6.49,5.85,6.89,65,65
2026-01-12,2026-01-18,False,MT,GASOLINA ADITIVADA,R$ / litro,6.632,6.59,6.23,6.99,37,37
2026-01-12,2026-01-18,False,PA,DIESEL,R$ / litro,6.409,6.385,5.75,7.2,42,42
2026-01-12,2026-01-18,False,PA,DIESEL S10,R$ / litro,6.238,6.19,5.46,7.22,81,81
2026-01-12,2026-01-18,False,PA,ETANOL,R$ / litro,4.914,4.95,4.37,5.55,46,46
2026-01-12,2026-01-18,False,PA,GASOLINA,R$ / litro,6.343,6.35,5.54,7.09,106,106
2026-01-12,2026-01-18,False,PA,GASOLINA ADITIVADA,R$ / litro,6.57,6.53,5.79,7.49,69,69
2026-01-12,2026-01-18,False,PB,DIESEL,R$ / litro,5.906,5.85,5.69,6.49,20,20
2026-01-12,2026-01-18,False,PB,DIESEL S10,R$ / litro,5.942,5.89,5.59,6.89,40,40
2026-01-12,2026-01-18,False,PB,ETANOL,R$ / litro,4.456,4.49,4.18,4.99,45,45
2026-01-12,2026-01-18,False,PB,GASOLINA,R$ / litro,6.031,5.99,5.77,6.19,57,57
2026-01-12,2026-01-18,False,PB,GASOLINA ADITIVADA,R$ / litro,6.221,6.26,5.99,6.39,37,37
2026-01-12,2026-01-18,False,PB,GNV,R$ / m³,4.962,4.86,4.85,5.21,10,10
2026-01-12,2026-01-18,False,PE,DIESEL,R$ / litro,6.077,6.09,5.98,6.29,10,10
2026-01-12,2026-01-18,False,PE,DIESEL S10,R$ / litro,5.924,5.885,5.69,6.99,158,158
2026-01-12,2026-01-18,False,PE,ETANOL,R$ / litro,4.89,4.95,4.09,6.49,162,162
2026-01-12,2026-01-18,False,PE,GASOLINA,R$ / litro,6.513,6.75,5.89,7.69,188,188
2026-01-12,2026-01-18,False,PE,GASOLINA ADITIVADA,R$ / litro,6.655,6.79,6.03,7.09,137,137
2026-01-12,2026-01-18,False,PE,GNV,R$ / m³,4.39,4.39,4.39,4.39,28,28
2026-01-12,2026-01-18,False,PI,DIESEL,R$ / litro,6.047,6.04,5.84,6.54,23,23
2026-01-12,2026-01-18,False,PI,DIESEL S10,R$ / litro,6.106,6.09,5.75,6.79,37,37
2026-01-12,2026-01-18,False,PI,ETANOL,R$ / litro,4.653,4.59,4.34,5.2,43,43
2026-01-12,2026-01-18,False,PI,GASOLINA,R$ / litro,5.924,5.89,5.65,6.39,59,59
2026-01-12,2026-01-18,False,PI,GASOLINA ADITIVADA,R$ / litro,6.184,6.19,5.79,6.98,44,44
2026-01-12,2026-01-18,False,PR,DIESEL,R$ / litro,5.956,5.89,5.49,6.87,133,133
2026-01-12,2026-01-18,False,PR,DIESEL S10,R$ / litro,6.061,5.99,5.64,6.99,195,195
2026-01-12,2026-01-18,False,PR,ETANOL,R$ / litro,4.658,4.69,3.99,5.09,271,271
2026-01-12,2026-01-18,False,PR,GASOLINA,R$ / litro,6.558,6.59,5.69,7.09,271,271
2026-01-12,2026-01-18,False,PR,GASOLINA ADITIVADA,R$ / litro,6.681,6.69,5.69,7.39,218,218
2026-01-12,2026-01-18,False,PR,GNV,R$ / m³,4.738,4.735,4.49,4.99,4,4
2026-01-12,2026-01-18,False,RJ,DIESEL,R$ / litro,6.201,6.15,5.54,7.72,104,104
2026-01-12,2026-01-18,False,RJ,DIESEL S10,R$ / litro,6.281,6.19,5.64,7.97,199,199
2026-01-12,2026-01-18,False,RJ,ETANOL,R$ / litro,4.917,4.89,4.09,5.99,264,264
2026-01-12,2026-01-18,False,RJ,GASOLINA,R$ / litro,6.28,6.19,5.49,7.79,308,308
2026-01-12,2026-01-18,False,RJ,GASOLINA ADITIVADA,R$ / litro,6.47,6.49,5.69,7.79,278,278
2026-01-12,2026-01-18,False,RJ,GNV,R$ / m³,4.574,4.39,3.95,6.49,145,145
2026-01-12,2026-01-18,False,RN,DIESEL,R$ / litro,6.41,6.29,5.72,6.99,23,23
2026-01-12,2026-01-18,False,RN,DIESEL S10,R$ / litro,6.442,6.38,5.79,6.99,40,40
2026-01-12,2026-01-18,False,RN,ETANOL,R$ / litro,5.411,5.59,4.35,5.6,45,45
2026-01-12,2026-01-18,False,RN,GASOLINA,R$ / litro,6.59,6.59,6.0,6.79,46,46
2026-01-12,2026-01-18,False,RN,GASOLINA ADITIVADA,R$ / litro,6.659,6.68,6.48,6.99,43,43
2026-01-12,2026-01-18,False,RN,GNV,R$ / m³,5.054,5.09,4.95,5.19,5,5
2026-01-12,2026-01-18,False,RO,DIESEL,R$ / litro,6.498,6.46,5.98,7.84,39,39
2026-01-12,2026-01-18,False,RO,DIESEL S10,R$ / litro,6.532,6.49,5.99,7.89,46,46
2026-01-12,2026-01-18,False,RO,ETANOL,R$ / litro,5.467,5.49,4.99,5.99,25,25
2026-01-12,2026-01-18,False,RO,GASOLINA,R$ / litro,6.958,6.97,6.54,7.89,51,51
2026-01-12,2026-01-18,False,RO,GASOLINA ADITIVADA,R$ / litro,7.076,7.05,6.89,8.04,47,47
2026-01-12,2026-01-18,False,RR,DIESEL,R$ / litro,6.767,6.84,6.6,6.92,12,12
2026-01-12,2026-01-18,False,RR,DIESEL S10,R$ / litro,6.777,6.85,6.6,6.92,12,12
2026-01-12,2026-01-18,False,RR,ETANOL,R$ / litro,5.297,5.29,5.29,5.34,7,7
2026-01-12,2026-01-18,False,RR,GASOLINA,R$ / litro,6.854,6.95,6.7,6.95,13,13
2026-01-12,2026-01-18,False,RR,GASOLINA ADITIVADA,R$ / litro,6.952,7.04,6.75,7.11,13,13
2026-01-12,2026-01-18,False,RS,DIESEL,R$ / litro,6.144,6.14,5.54,7.39,194,194
2026-01-12,2026-01-18,False,RS,DIESEL S10,R$ / litro,6.231,6.21,5.65,7.54,227,227
2026-01-12,2026-01-18,False,RS,ETANOL,R$ / litro,5.009,4.99,4.39,6.39,153,153
2026-01-12,2026-01-18,False,RS,GASOLINA,R$ / litro,6.359,6.39,5.76,7.39,330,330
2026-01-12,2026-01-18,False,RS,GASOLINA ADITIVADA,R$ / litro,6.557,6.54,5.76,7.69,314,314
2026-01-12,2026-01-18,False,RS,GNV,R$ / m³,4.94,4.99,4.69,5.65,19,19
2026-01-12,2026-01-18,False,SC,DIESEL,R$ / litro,6.134,6.16,5.59,6.73,64,64
2026-01-12,2026-01-18,False,SC,DIESEL S10,R$ / litro,6.204,6.19,5.69,6.83,121,121
2026-01-12,2026-01-18,False,SC,ETANOL,R$ / litro,4.922,4.94,4.49,5.55,113,113
2026-01-12,2026-01-18,False,SC,GASOLINA,R$ / litro,6.52,6.47,5.99,6.89,171,171
2026-01-12,2026-01-18,False,SC,GASOLINA ADITIVADA,R$ / litro,6.638,6.64,5.99,6.99,159,159
2026-01-12,2026-01-18,False,SC,GNV,R$ / m³,4.723,4.59,4.53,5.29,27,27
2026-01-12,2026-01-18,False,SE,DIESEL,R$ / litro,5.716,5.635,5.58,6.25,16,16
2026-01-12,2026-01-18,False,SE,DIESEL S10,R$ / litro,5.874,5.76,5.76,6.29,23,23
2026-01-12,2026-01-18,False,SE,ETANOL,R$ / litro,4.796,4.8,4.7,4.99,17,17
2026-01-12,2026-01-18,False,SE,GASOLINA,R$ / litro,6.458,6.465,6.32,6.59,32,32
2026-01-12,2026-01-18,False,SE,GASOLINA ADITIVADA,R$ / litro,6.531,6.52,6.32,6.91,28,28
2026-01-12,2026-01-18,False,SE,GNV,R$ / m³,4.67,4.69,4.61,4.69,4,4
2026-01-12,2026-01-18,False,SP,DIESEL,R$ / litro,6.059,5.99,5.39,8.09,368,368
2026-01-12,2026-01-18,False,SP,DIESEL S10,R$ / litro,6.161,6.08,5.47,9.29,758,758
2026-01-12,2026-01-18,False,SP,ETANOL,R$ / litro,4.381,4.35,3.69,5.99,1140,1140
2026-01-12,2026-01-18,False,SP,GASOLINA,R$ / litro,6.172,6.15,5.09,9.29,1157,1157
2026-01-12,2026-01-18,False,SP,GASOLINA ADITIVADA,R$ / litro,6.456,6.39,5.49,9.69,913,913
2026-01-12,2026-01-18,False,SP,GNV,R$ / m³,4.029,3.99,3.29,5.29,46,46
2026-01-12,2026-01-18,False,TO,DIESEL,R$ / litro,6.087,6.07,5.83,6.79,19,19
2026-01-12,2026-01-18,False,TO,DIESEL S10,R$ / litro,6.097,6.035,5.75,6.49,22,22
2026-01-12,2026-01-18,False,TO,ETANOL,R$ / litro,5.11,5.07,4.59,5.9,22,22
2026-01-12,2026-01-18,False,TO,GASOLINA,R$ / litro,6.536,6.59,5.97,6.79,28,28
2026-01-12,2026-01-18,False,TO,GASOLINA ADITIVADA,R$ / litro,6.64,6.67,6.09,7.05,18,18
2026-01-19,2026-01-25,False,AC,DIESEL,R$ / litro,7.496,7.37,6.95,8.15,14,14
2026-01-19,2026-01-25,False,AC,DIESEL S10,R$ / litro,7.557,7.4,6.99,8.17,13,13
2026-01-19,2026-01-25,False,AC,ETANOL,R$ / litro,5.335,5.23,5.1,6.08,13,13
2026-01-19,2026-01-25,False,AC,GASOLINA,R$ / litro,7.363,7.305,6.79,7.99,16,16
2026-01-19,2026-01-25,False,AC,GASOLINA ADITIVADA,R$ / litro,7.461,7.39,6.89,8.11,16,16
2026-01-19,2026-01-25,False,AL,DIESEL,R$ / litro,6.688,6.79,6.29,6.98,6,6
2026-01-19,2026-01-25,False,AL,DIESEL S10,R$ / litro,6.277,6.19,5.69,6.98,25,25
2026-01-19,2026-01-25,False,AL,ETANOL,R$ / litro,4.98,4.99,4.39,5.59,48,48
2026-01-19,2026-01-25,False,AL,GASOLINA,R$ / litro,6.244,6.37,5.49,6.99,59,59
2026-01-19,2026-01-25,False,AL,GASOLINA ADITIVADA,R$ / litro,6.424,6.39,5.87,7.28,42,42
2026-01-19,2026-01-25,False,AL,GNV,R$ / m³,4.496,4.59,3.99,5.19,8,8
2026-01-19,2026-01-25,False,AM,DIESEL,R$ / litro,6.6,6.49,6.38,8.33,24,24
2026-01-19,2026-01-25,False,AM,DIESEL S10,R$ / litro,6.825,6.49,6.38,8.89,45,45
2026-01-19,2026-01-25,False,AM,ETANOL,R$ / litro,5.476,5.49,5.39,5.59,38,38
2026-01-19,2026-01-25,False,AM,GASOLINA,R$ / litro,7.148,6.99,6.77,8.29,55,55
2026-01-19,2026-01-25,False,AM,GASOLINA ADITIVADA,R$ / litro,7.186,6.99,6.77,8.39,48,48
2026-01-19,2026-01-25,False,AM,GNV,R$ / m³,3.99,3.99,3.99,3.99,1,1
2026-01-19,2026-01-25,False,BA,DIESEL,R$ / litro,6.199,6.1,5.63,7.2,134,134
2026-01-19,2026-01-25,False,BA,DIESEL S10,R$ / litro,6.276,6.19,5.73,7.2,168,168
2026-01-19,2026-01-25,False,BA,ETANOL,R$ / litro,5.058,5.03,4.35,5.89,192,192
2026-01-19,2026-01-25,False,BA,GASOLINA,R$ / litro,6.57,6.69,5.89,7.1,221,221
2026-01-19,2026-01-25,False,BA,GASOLINA ADITIVADA,R$ / litro,6.68,6.69,5.89,7.67,162,162
2026-01-19,2026-01-25,False,BA,GNV,R$ / m³,4.433,4.285,3.99,5.79,10,10
2026-01-19,2026-01-25,False,CE,DIESEL,R$ / litro,6.148,5.99,5.79,6.55,20,20
2026-01-19,2026-01-25,False,CE,DIESEL S10,R$ / litro,6.064,5.99,5.55,6.79,136,136
2026-01-19,2026-01-25,False,CE,ETANOL,R$ / litro,5.042,4.99,4.35,5.69,132,132
2026-01-19,2026-01-25,False,CE,GASOLINA,R$ / litro,6.288,6.29,5.65,6.95,143,143
2026-01-19,2026-01-25,False,CE,GASOLINA ADITIVADA,R$ / litro,6.406,6.39,5.76,6.95,119,119
2026-01-19,2026-01-25,False,CE,GNV,R$ / m³,5.203,5.15,4.85,6.09,12,12
2026-01-19,2026-01-25,False,DF,DIESEL,R$ / litro,5.967,5.98,5.83,6.18,21,21
2026-01-19,2026-01-25,False,DF,DIESEL S10,R$ / litro,5.977,5.99,5.84,6.19,20,20
2026-01-19,2026-01-25,False,DF,ETANOL,R$ / litro,4.828,4.985,4.47,5.03,22,22
2026-01-19,2026-01-25,False,DF,GASOLINA,R$ / litro,6.513,6.55,6.15,6.59,49,49
2026-01-19,2026-01-25,False,DF,GASOLINA ADITIVADA,R$ / litro,6.54,6.55,6.38,6.95,45,45
2026-01-19,2026-01-25,False,ES,DIESEL,R$ / litro,6.005,5.99,5.79,6.25,26,26
2026-01-19,2026-01-25,False,ES,DIESEL S10,R$ / litro,6.092,6.09,5.85,6.68,53,53
2026-01-19,2026-01-25,False,ES,ETANOL,R$ / litro,4.771,4.69,4.39,5.59,61,61
2026-01-19,2026-01-25,False,ES,GASOLINA,R$ / litro,6.343,6.29,5.89,6.79,87,87
2026-01-19,2026-01-25,False,ES,GASOLINA ADITIVADA,R$ / litro,6.499,6.49,5.99,7.09,70,70
2026-01-19,2026-01-25,False,ES,GNV,R$ / m³,4.224,4.09,4.07,4.98,8,8
2026-01-19,2026-01-25,False,GO,DIESEL,R$ / litro,5.947,5.89,5.45,7.06,101,101
2026-01-19,2026-01-25,False,GO,DIESEL S10,R$ / litro,6.031,5.99,5.55,7.17,139,139
2026-01-19,2026-01-25,False,GO,ETANOL,R$ / litro,4.911,4.925,4.09,5.27,180,180
2026-01-19,2026-01-25,False,GO,GASOLINA,R$ / litro,6.389,6.47,5.44,6.69,183,183
2026-01-19,2026-01-25,False,GO,GASOLINA ADITIVADA,R$ / litro,6.575,6.56,5.69,7.14,112,112
2026-01-19,2026-01-25,False,MA,DIESEL,R$ / litro,6.002,5.95,5.47,6.82,51,51
2026-01-19,2026-01-25,False,MA,DIESEL S10,R$ / litro,6.014,5.89,5.62,6.92,82,82
2026-01-19,2026-01-25,False,MA,ETANOL,R$ / litro,5.027,5.09,4.49,5.69,53,53
2026-01-19,2026-01-25,False,MA,GASOLINA,R$ / litro,6.072,6.045,5.55,6.99,94,94
2026-01-19,2026-01-25,False,MA,GASOLINA ADITIVADA,R$ / litro,6.205,6.18,5.58,7.19,57,57
2026-01-19,2026-01-25,False,MG,DIESEL,R$ / litro,5.972,5.94,5.39,6.69,227,227
2026-01-19,2026-01-25,False,MG,DIESEL S10,R$ / litro,6.07,5.99,5.49,6.79,312,312
2026-01-19,2026-01-25,False,MG,ETANOL,R$ / litro,4.653,4.67,4.09,5.23,428,428
2026-01-19,2026-01-25,False,MG,GASOLINA,R$ / litro,6.195,6.19,5.39,6.79,455,455
2026-01-19,2026-01-25,False,MG,GASOLINA ADITIVADA,R$ / litro,6.431,6.39,5.79,7.19,288,288
2026-01-19,2026-01-25,False,MG,GNV,R$ / m³,4.919,4.82,4.69,5.45,8,8
2026-01-19,2026-01-25,False,MS,DIESEL,R$ / litro,6.11,6.09,5.69,7.17,24,24
2026-01-19,2026-01-25,False,MS,DIESEL S10,R$ / litro,6.198,6.15,5.74,6.79,20,20
2026-01-19,2026-01-25,False,MS,ETANOL,R$ / litro,4.268,4.19,3.93,4.99,31,31
2026-01-19,2026-01-25,False,MS,GASOLINA,R$ / litro,6.239,6.34,5.69,6.89,53,53
2026-01-19,2026-01-25,False,MS,GASOLINA ADITIVADA,R$ / litro,6.377,6.29,5.69,7.03,38,38
2026-01-19,2026-01-25,False,MT,DIESEL,R$ / litro,6.272,6.37,5.79,6.68,38,38
2026-01-19,2026-01-25,False,MT,DIESEL S10,R$ / litro,6.325,6.39,5.85,6.68,49,49
2026-01-19,2026-01-25,False,MT,ETANOL,R$ / litro,4.525,4.55,3.95,4.69,71,71
2026-01-19,2026-01-25,False,MT,GASOLINA,R$ / litro,6.403,6.47,5.84,6.69,70,70
2026-01-19,2026-01-25,False,MT,GASOLINA ADITIVADA,R$ / litro,6.589,6.59,6.19,6.99,35,35
2026-01-19,2026-01-25,False,MT,GNV,R$ / m³,4.05,4.05,4.05,4.05,1,1
2026-01-19,2026-01-25,False,PA,DIESEL,R$ / litro,6.503,6.565,5.75,7.2,40,40
2026-01-19,2026-01-25,False,PA,DIESEL S10,R$ / litro,6.295,6.29,5.39,7.22,71,71
2026-01-19,2026-01-25,False,PA,ETANOL,R$ / litro,4.925,4.99,4.37,5.55,46,46
2026-01-19,2026-01-25,False,PA,GASOLINA,R$ / litro,6.384,6.38,5.59,7.09,97,97
2026-01-19,2026-01-25,False,PA,GASOLINA ADITIVADA,R$ / litro,6.614,6.6,5.79,7.49,69,69
2026-01-19,2026-01-25,False,PB,DIESEL,R$ / litro,5.911,5.85,5.59,6.49,23,23
2026-01-19,2026-01-25,False,PB,DIESEL S10,R$ / litro,5.943,5.89,5.59,6.89,43,43
2026-01-19,2026-01-25,False,PB,ETANOL,R$ / litro,4.478,4.49,4.19,4.99,51,51
2026-01-19,2026-01-25,False,PB,GASOLINA,R$ / litro,6.024,5.99,5.77,6.19,62,62
2026-01-19,2026-01-25,False,PB,GASOLINA ADITIVADA,R$ / litro,6.186,6.19,5.89,6.39,43,43
2026-01-19,2026-01-25,False,PB,GNV,R$ / m³,4.961,4.86,4.85,5.21,10,10
2026-01-19,2026-01-25,False,PE,DIESEL,R$ / litro,6.076,6.09,5.98,6.29,9,9
2026-01-19,2026-01-25,False,PE,DIESEL S10,R$ / litro,5.911,5.88,5.69,6.89,125,125
2026-01-19,2026-01-25,False,PE,ETANOL,R$ / litro,4.921,4.95,4.2,6.49,130,130
2026-01-19,2026-01-25,False,PE,GASOLINA,R$ / litro,6.541,6.75,5.87,7.69,155,155
2026-01-19,2026-01-25,False,PE,GASOLINA ADITIVADA,R$ / litro,6.699,6.8,5.96,7.09,116,116
2026-01-19,2026-01-25,False,PE,GNV,R$ / m³,4.39,4.39,4.39,4.39,28,28
2026-01-19,2026-01-25,False,PI,DIESEL,R$ / litro,6.024,6.015,5.8,6.54,20,20
2026-01-19,2026-01-25,False,PI,DIESEL S10,R$ / litro,6.122,6.08,5.85,6.79,39,39
2026-01-19,2026-01-25,False,PI,ETANOL,R$ / litro,4.661,4.59,4.34,5.2,42,42
2026-01-19,2026-01-25,False,PI,GASOLINA,R$ / litro,5.937,5.91,5.69,6.39,59,59
2026-01-19,2026-01-25,False,PI,GASOLINA ADITIVADA,R$ / litro,6.142,6.15,5.79,6.49,45,45
2026-01-19,2026-01-25,False,PR,DIESEL,R$ / litro,5.953,5.94,5.39,6.87,133,133
2026-01-19,2026-01-25,False,PR,DIESEL S10,R$ / litro,6.076,5.99,5.59,6.99,190,190
2026-01-19,2026-01-25,False,PR,ETANOL,R$ / litro,4.673,4.69,3.99,5.19,266,266
2026-01-19,2026-01-25,False,PR,GASOLINA,R$ / litro,6.552,6.58,5.69,7.09,272,272
2026-01-19,2026-01-25,False,PR,GASOLINA ADITIVADA,R$ / litro,6.682,6.69,5.69,7.39,218,218
2026-01-19,2026-01-25,False,PR,GNV,R$ / m³,4.737,4.73,4.49,4.99,3,3
2026-01-19,2026-01-25,False,RJ,DIESEL,R$ / litro,6.207,6.145,5.54,7.72,106,106
2026-01-19,2026-01-25,False,RJ,DIESEL S10,R$ / litro,6.272,6.19,5.64,7.97,191,191
2026-01-19,2026-01-25,False,RJ,ETANOL,R$ / litro,4.961,4.96,4.09,5.78,259,259
2026-01-19,2026-01-25,False,RJ,GASOLINA,R$ / litro,6.285,6.19,5.49,7.79,301,301
2026-01-19,2026-01-25,False,RJ,GASOLINA ADITIVADA,R$ / litro,6.476,6.49,5.69,7.79,277,277
2026-01-19,2026-01-25,False,RJ,GNV,R$ / m³,4.587,4.49,3.89,6.49,135,135
2026-01-19,2026-01-25,False,RN,DIESEL,R$ / litro,6.421,6.29,5.99,6.99,23,23
2026-01-19,2026-01-25,False,RN,DIESEL S10,R$ / litro,6.434,6.34,5.89,6.99,43,43
2026-01-19,2026-01-25,False,RN,ETANOL,R$ / litro,5.434,5.54,4.99,5.6,46,46
2026-01-19,2026-01-25,False,RN,GASOLINA,R$ / litro,6.595,6.59,6.44,6.79,52,52
2026-01-19,2026-01-25,False,RN,GASOLINA ADITIVADA,R$ / litro,6.653,6.64,6.44,6.99,45,45
2026-01-19,2026-01-25,False,RN,GNV,R$ / m³,5.012,4.95,4.94,5.19,8,8
2026-01-19,2026-01-25,False,RO,DIESEL,R$ / litro,6.477,6.455,5.98,7.84,38,38
2026-01-19,2026-01-25,False,RO,DIESEL S10,R$ / litro,6.494,6.48,5.99,7.89,49,49
2026-01-19,2026-01-25,False,RO,ETANOL,R$ / litro,5.454,5.49,4.99,5.99,30,30
2026-01-19,2026-01-25,False,RO,GASOLINA,R$ / litro,6.954,6.97,6.59,7.89,52,52
2026-01-19,2026-01-25,False,RO,GASOLINA ADITIVADA,R$ / litro,7.071,7.025,6.89,8.04,48,48
2026-01-19,2026-01-25,False,RR,DIESEL,R$ / litro,6.85,6.85,6.8,6.92,12,12
2026-01-19,2026-01-25,False,RR,DIESEL S10,R$ / litro,6.856,6.85,6.85,6.92,12,12
2026-01-19,2026-01-25,False,RR,ETANOL,R$ / litro,5.297,5.29,5.29,5.34,7,7
2026-01-19,2026-01-25,False,RR,GASOLINA,R$ / litro,6.95,6.95,6.95,6.95,13,13
2026-01-19,2026-01-25,False,RR,GASOLINA ADITIVADA,R$ / litro,7.062,7.05,7.04,7.11,13,13
2026-01-19,2026-01-25,False,RS,DIESEL,R$ / litro,6.146,6.145,5.49,7.36,200,200
2026-01-19,2026-01-25,False,RS,DIESEL S10,R$ / litro,6.218,6.205,5.54,7.45,246,246
2026-01-19,2026-01-25,False,RS,ETANOL,R$ / litro,5.033,4.99,4.09,6.39,165,165
2026-01-19,2026-01-25,False,RS,GASOLINA,R$ / litro,6.361,6.375,5.79,7.39,344,344
2026-01-19,2026-01-25,False,RS,GASOLINA ADITIVADA,R$ / litro,6.551,6.54,5.85,7.69,334,334
2026-01-19,2026-01-25,False,RS,GNV,R$ / m³,4.974,4.99,4.69,5.81,22,22
2026-01-19,2026-01-25,False,SC,DIESEL,R$ / litro,6.106,6.09,5.62,6.73,65,65
2026-01-19,2026-01-25,False,SC,DIESEL S10,R$ / litro,6.189,6.19,5.7,6.83,117,117
2026-01-19,2026-01-25,False,SC,ETANOL,R$ / litro,4.947,4.95,4.39,5.55,110,110
2026-01-19,2026-01-25,False,SC,GASOLINA,R$ / litro,6.501,6.47,5.99,6.89,162,162
2026-01-19,2026-01-25,False,SC,GASOLINA ADITIVADA,R$ / litro,6.619,6.62,5.99,7.04,151,151
2026-01-19,2026-01-25,False,SC,GNV,R$ / m³,4.683,4.59,4.53,5.29,26,26
2026-01-19,2026-01-25,False,SE,DIESEL,R$ / litro,5.718,5.69,5.58,6.25,17,17
2026-01-19,2026-01-25,False,SE,DIESEL S10,R$ / litro,5.874,5.76,5.76,6.29,23,23
2026-01-19,2026-01-25,False,SE,ETANOL,R$ / litro,4.853,4.85,4.7,4.99,16,16
2026-01-19,2026-01-25,False,SE,GASOLINA,R$ / litro,6.462,6.465,6.32,6.59,32,32
2026-01-19,2026-01-25,False,SE,GASOLINA ADITIVADA,R$ / litro,6.544,6.545,6.32,6.91,28,28
2026-01-19,2026-01-25,False,SE,GNV,R$ / m³,4.69,4.69,4.69,4.69,3,3
2026-01-19,2026-01-25,False,SP,DIESEL,R$ / litro,6.061,5.99,5.39,8.09,370,370
2026-01-19,2026-01-25,False,SP,DIESEL S10,R$ / litro,6.178,6.09,5.47,9.39,719,719
2026-01-19,2026-01-25,False,SP,ETANOL,R$ / litro,4.443,4.39,3.69,5.99,1145,1145
2026-01-19,2026-01-25,False,SP,GASOLINA,R$ / litro,6.194,6.19,5.28,9.29,1151,1151
